ID,Gender,Own_property,Unemployed,Num_children,Num_family,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type
5028995,1,1,0,0,2,270000.0,33.57221571969308,0.9746948944879088,Working,Higher education,Married,House / apartment,Other
5029005,1,0,0,1,3,252000.0,46.6703628411261,14.63958876636755,Working,Secondary / secondary special,Married,House / apartment,Drivers
5029008,0,1,0,0,2,112500.0,37.96929437291662,1.1362314079002307,Working,Secondary / secondary special,Married,House / apartment,Laborers
5029019,0,1,0,0,1,81000.0,50.84567102678358,1.0595700117045523,Working,Secondary / secondary special,Separated,House / apartment,Cooking staff
5029024,0,1,0,0,2,292500.0,46.23777353402192,9.640170571606536,Working,Secondary / secondary special,Married,House / apartment,Medicine staff
5029026,0,1,0,1,3,135000.0,42.61552256377612,23.97585166019836,Working,Secondary / secondary special,Married,House / apartment,Laborers
5029031,0,1,0,2,4,67500.0,33.33675571709207,14.554713649150909,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff
5029032,1,1,0,0,1,157500.0,24.041561428366084,1.640006297186116,Working,Secondary / secondary special,Single / not married,With parents,High skill tech staff
5029035,0,1,0,0,1,157500.0,53.419303613352774,2.387454910093979,Working,Secondary / secondary special,Single / not married,House / apartment,Other
5029038,0,1,1,0,2,90000.0,63.58789023730809,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029051,1,1,0,2,4,675000.0,36.68247807963203,8.221934741986487,Commercial associate,Higher education,Married,House / apartment,Core staff
5029063,0,1,0,1,3,67500.0,26.612456107928292,1.3881188525431734,Working,Secondary / secondary special,Married,House / apartment,Other
5029066,0,1,1,0,2,112500.0,58.50085901832344,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029071,0,1,0,0,2,202500.0,54.930628281210424,5.221188662327084,State servant,Secondary / secondary special,Married,House / apartment,Laborers
5029075,0,1,0,0,2,135000.0,54.547321300232035,2.6393423547369212,Working,Secondary / secondary special,Married,House / apartment,Sales staff
5029076,0,1,0,1,2,135000.0,27.797969841954316,1.640006297186116,Working,Incomplete higher,Separated,House / apartment,Sales staff
5029082,0,1,1,0,1,135000.0,60.28049857286597,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other
5029083,1,1,0,0,2,202500.0,46.94962935583893,2.305317699884323,Working,Higher education,Married,House / apartment,Security staff
5029085,0,1,0,0,2,153000.0,25.635023306433396,2.891229799379864,Commercial associate,Incomplete higher,Married,House / apartment,Other
5029091,0,1,1,0,2,135000.0,61.73432719357687,0.0,Pensioner,Higher education,Married,House / apartment,Other
5029096,1,1,0,2,4,135000.0,31.661156628815103,8.060398228574167,Working,Higher education,Married,House / apartment,Managers
5029105,1,0,0,1,3,315000.0,36.222509702457955,9.974195226459132,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff
5029110,0,1,1,0,2,99000.0,58.290040178785326,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029111,0,1,0,2,4,225000.0,40.332108119947705,12.64091665126594,State servant,Higher education,Married,House / apartment,Medicine staff
5029120,0,1,0,0,2,123750.0,45.684716318610235,1.640006297186116,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff
5029131,0,1,0,1,2,337500.0,28.553632175883145,4.64075237684552,State servant,Higher education,Separated,House / apartment,Core staff
5029136,0,1,0,0,2,180000.0,38.24856088762945,6.058988206465568,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers
5029137,0,1,0,0,2,360000.0,34.41549107784554,8.47382218662943,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers
5029141,0,1,0,0,1,162000.0,55.09764060863672,6.60383170085628,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff
5029142,0,1,0,0,1,207000.0,55.17156409782542,1.4374011786689664,Working,Secondary / secondary special,Widow,House / apartment,Accountants
5029144,0,0,1,0,2,157500.0,62.83496581038625,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029149,1,0,0,0,2,225000.0,40.61411254166752,10.43963941764718,Working,Secondary / secondary special,Married,House / apartment,Sales staff
5029151,0,0,0,0,2,90000.0,48.80319239957015,23.02579792877335,Working,Secondary / secondary special,Married,House / apartment,Laborers
5029152,0,1,0,1,3,67500.0,49.13721705442275,0.522940238334805,State servant,Secondary / secondary special,Civil marriage,House / apartment,Other
5029154,1,1,1,0,2,157500.0,63.4646844219936,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029157,1,0,0,0,2,202500.0,34.349781309677816,9.607315687522672,Working,Higher education,Married,House / apartment,Core staff
5029158,0,0,0,0,2,247500.0,40.75922161303792,5.941258205165061,Commercial associate,Higher education,Married,House / apartment,High skill tech staff
5029161,0,0,0,0,2,157500.0,50.919594515972264,11.104950820345389,Commercial associate,Higher education,Civil marriage,House / apartment,Laborers
5029162,0,0,0,0,2,180000.0,34.117059214083795,4.941922147614256,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff
5029163,0,1,0,3,5,157500.0,31.9705401206048,9.188415915453431,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers
5029165,0,1,0,3,5,292500.0,32.958924550127655,10.773664072499775,Working,Incomplete higher,Married,House / apartment,Other
5029166,0,1,0,0,2,360000.0,55.886157826649416,14.858621326926633,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers
5029168,0,1,1,0,2,117000.0,56.86085272113733,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029169,0,0,0,1,3,202500.0,53.89296152556178,32.942497108085725,Working,Secondary / secondary special,Married,House / apartment,Medicine staff
5029171,0,1,0,0,2,225000.0,36.04728365401069,8.189079857902627,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers
5029172,0,1,1,0,2,112500.0,57.96970505896767,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other
5029173,0,1,0,0,2,315000.0,51.96821289964886,8.104204740685983,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff
5029175,1,0,0,0,1,202500.0,48.30215541729125,9.103540798236788,Working,Secondary / secondary special,Single / not married,Municipal apartment,Laborers
5029176,1,1,0,0,2,130500.0,53.80808640834514,31.025962203193767,Working,Secondary / secondary special,Married,House / apartment,Drivers
5029177,1,0,0,0,2,202500.0,41.69284790242099,12.189161995112835,Working,Secondary / secondary special,Married,House / apartment,Other
5029178,0,1,1,0,2,193500.0,56.31053341273264,0.0,Pensioner,Higher education,Married,House / apartment,Other
5029180,1,1,0,0,2,157500.0,46.84558888957336,2.3546000260101163,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff
5029181,1,1,0,0,2,157500.0,47.97086866944564,1.267650944235679,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers
5029182,1,1,0,0,2,202500.0,27.075162392109352,6.2670691389966935,Working,Secondary / secondary special,Married,House / apartment,Managers
5029183,0,1,0,2,4,135000.0,36.54010691526862,1.601675599088277,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers
5029184,0,1,0,1,3,108000.0,43.73258862262743,12.6025859531681,Working,Secondary / secondary special,Married,House / apartment,Laborers
5029186,0,1,1,0,2,135000.0,51.81215220025051,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029187,0,0,1,0,2,157500.0,61.58648021519949,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029188,1,1,0,0,2,193500.0,48.26108681218642,13.185760145656651,State servant,Higher education,Married,House / apartment,High skill tech staff
5029189,0,1,0,0,2,252000.0,35.726948534193035,17.51986693771946,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff
5029190,0,0,0,0,2,112500.0,36.25262667953483,6.023395415374717,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff
5029191,0,1,0,0,2,202500.0,32.79738803671533,8.101466833678995,Working,Secondary / secondary special,Married,House / apartment,Sales staff
5029193,0,1,0,1,3,135000.0,42.5251716325455,22.60416024969712,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff
5029194,1,1,0,0,2,225000.0,52.82243988582928,8.186341950895638,Working,Secondary / secondary special,Married,House / apartment,Laborers
5029195,0,1,0,0,2,94500.0,49.640991943708634,1.689288623311909,Working,Secondary / secondary special,Married,House / apartment,Laborers
5029196,0,0,1,0,2,225000.0,59.74386879949623,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029198,0,1,0,1,3,103500.0,34.48667666002724,3.0226493357153124,Working,Secondary / secondary special,Married,House / apartment,Laborers
5029199,1,1,0,0,2,90000.0,51.73549080405484,4.547663538607911,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
5029203,0,1,1,0,2,180000.0,60.54881345955084,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029214,0,1,0,0,2,126000.0,59.68637275234946,6.965235425778763,Working,Secondary / secondary special,Married,House / apartment,Laborers
5029220,0,1,1,0,2,108000.0,58.48443157628151,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029225,0,1,1,0,2,144000.0,58.60763739159599,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other
5029227,1,1,0,0,2,180000.0,53.137299191632955,12.465690602818675,Working,Secondary / secondary special,Married,House / apartment,Laborers
5029235,0,1,1,0,1,81000.0,63.3469544206931,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other
5029240,0,0,1,0,2,247500.0,57.32903481933237,0.0,Pensioner,Higher education,Married,House / apartment,Other
5029244,0,1,0,2,4,90000.0,28.904084272777673,0.2984318637617473,Working,Secondary / secondary special,Married,House / apartment,Laborers
5029247,0,1,1,0,2,135000.0,58.57478250751213,0.0,Pensioner,Higher education,Married,House / apartment,Other
5029248,1,1,0,0,2,135000.0,41.76950929861667,0.2984318637617473,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers
5029249,1,1,0,0,2,157500.0,38.39366995899984,11.718241989910812,Working,Higher education,Married,House / apartment,Laborers
5029256,1,1,0,2,4,225000.0,36.84127668603736,2.7160037509325994,Working,Higher education,Married,House / apartment,Drivers
5029271,0,0,0,0,1,112500.0,28.605652409015928,1.4647802487388517,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff
5029272,1,1,0,0,2,116653.5,25.380397954783465,4.547663538607911,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
5029275,1,1,0,0,2,112500.0,48.05026797264831,7.633284735483959,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff
5029276,0,0,0,0,2,220500.0,41.42453301573612,0.4654441911880463,Working,Secondary / secondary special,Married,House / apartment,Other
5029280,0,1,1,0,1,202500.0,64.62008117894275,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other
5029288,0,0,1,0,2,265500.0,56.95667946638192,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029298,0,1,0,1,3,247500.0,38.45664182016058,0.9664811734669432,Working,Incomplete higher,Married,House / apartment,Sales staff
5029304,1,1,0,2,4,157500.0,42.64290163384601,0.3805690739714025,Working,Secondary / secondary special,Married,House / apartment,Drivers
5029308,1,1,0,2,4,180000.0,45.78054306385483,5.3799872687324175,State servant,Secondary / secondary special,Married,With parents,Laborers
5029312,0,1,0,0,2,157500.0,42.404703724238,6.716085888142809,Working,Secondary / secondary special,Married,House / apartment,Laborers
5029314,0,0,0,0,2,225000.0,41.969376510126835,23.2995886294722,State servant,Secondary / secondary special,Married,House / apartment,Core staff
5029317,0,1,0,0,2,135000.0,42.289711629944485,0.6324565186143453,Working,Secondary / secondary special,Married,House / apartment,Sales staff
5029318,0,1,1,0,2,90000.0,60.42013183022239,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029320,0,1,1,0,2,40500.0,49.84907287623976,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029323,0,1,1,0,2,202500.0,64.82816211147389,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029327,1,1,1,0,2,112500.0,61.82467812480749,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029329,0,1,0,0,2,81000.0,36.11846923619239,5.716749830592004,Working,Secondary / secondary special,Married,House / apartment,Other
5029331,0,0,0,0,1,225000.0,32.78369850168039,3.8002149257000486,Working,Secondary / secondary special,Separated,House / apartment,Sales staff
5029338,0,1,0,0,2,81000.0,52.74304058262661,0.2984318637617473,Working,Secondary / secondary special,Married,House / apartment,Sales staff
5029342,0,1,1,0,2,270000.0,55.059309910538886,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029345,1,1,0,0,2,270000.0,29.95817847046825,1.128017686879265,Working,Higher education,Married,House / apartment,Drivers
5029353,0,1,0,0,1,270000.0,39.42312299362752,3.466190270847451,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff
5029357,1,1,0,2,4,360000.0,36.865917849100256,2.297103978863358,Working,Secondary / secondary special,Married,House / apartment,Managers
5029364,0,1,0,2,4,157500.0,37.32588622627432,4.632538655824555,Working,Secondary / secondary special,Married,House / apartment,Core staff
5029373,0,1,0,0,2,270000.0,47.47804540818771,0.2984318637617473,Working,Higher education,Married,House / apartment,Other
5029376,0,1,1,0,2,45000.0,56.79240504596261,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029377,0,1,1,0,2,180000.0,57.06893365366845,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other
5029388,0,0,0,0,2,270000.0,34.481200846013266,8.632620793034764,Working,Secondary / secondary special,Married,House / apartment,Other
5029393,1,1,0,1,3,252000.0,49.97227869155424,0.717331635830989,Working,Higher education,Married,House / apartment,Security staff
5029397,1,1,0,0,2,135000.0,27.86641751712903,2.1273537444300703,Working,Higher education,Married,House / apartment,Sales staff
5029398,0,0,1,0,2,112500.0,52.3624715086552,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029402,1,0,0,0,1,135000.0,31.7569833740597,1.9658172310177484,Working,Higher education,Single / not married,With parents,Laborers
5029407,0,0,0,0,2,90000.0,47.12759331129318,3.129427708987864,State servant,Secondary / secondary special,Married,Rented apartment,Core staff
5029412,0,1,0,1,3,315000.0,30.680985920313216,6.883098215569108,State servant,Secondary / secondary special,Civil marriage,House / apartment,Core staff
5029427,1,1,0,2,4,126000.0,28.99991101802227,1.128017686879265,Working,Secondary / secondary special,Married,House / apartment,Drivers
5029428,0,1,0,0,1,135000.0,44.54300909669603,3.7180777154903937,Working,Secondary / secondary special,Separated,House / apartment,Sales staff
5029435,0,1,0,0,2,225000.0,47.64505773561401,8.632620793034764,Working,Higher education,Married,House / apartment,Core staff
5029456,0,1,0,1,3,112500.0,28.887656830735743,8.213721020965522,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff
5029470,0,1,1,0,1,67500.0,55.773903639362885,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other
5029476,1,1,0,0,2,67500.0,44.72918677317125,7.466272408057661,Working,Secondary / secondary special,Married,House / apartment,Other
5029481,0,1,0,0,1,180000.0,40.4772171913181,5.212974941306118,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers
5029485,0,0,0,0,2,247500.0,57.36462761042321,10.546417790919731,Working,Secondary / secondary special,Married,House / apartment,Managers
5029492,0,1,0,0,2,67500.0,33.62423595282586,4.128763766538669,Working,Higher education,Married,House / apartment,Other
5029505,0,1,1,0,2,292500.0,62.20524719877889,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other
5029511,0,0,0,0,2,112500.0,49.44933845321943,2.379241189073013,Commercial associate,Secondary / secondary special,Married,House / apartment,Other
5029513,1,1,0,0,2,153000.0,51.63966405881024,4.0521023703429915,State servant,Secondary / secondary special,Civil marriage,House / apartment,Drivers
5029519,0,1,0,0,2,135000.0,52.71292360554973,23.129838395038913,Working,Secondary / secondary special,Married,House / apartment,Other
5029528,1,0,0,1,3,225000.0,51.95452336461392,1.8836800208080933,Commercial associate,Higher education,Married,Municipal apartment,Cooking staff
5029529,1,1,1,0,2,112500.0,59.46460228478339,0.0,Pensioner,Lower secondary,Married,House / apartment,Other
5029531,0,0,0,1,3,81000.0,28.441377988596617,1.7988049035914495,Working,Higher education,Married,House / apartment,Core staff
5029535,0,1,0,0,2,112500.0,34.998665270334094,3.2991779434211517,Working,Higher education,Civil marriage,House / apartment,Core staff
5029540,0,1,0,0,1,202500.0,54.78278130283305,0.7994688460406442,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff
5029541,0,1,0,1,3,133650.0,39.96249067400426,5.3799872687324175,Commercial associate,Secondary / secondary special,Married,House / apartment,Other
5029546,1,1,0,1,3,135000.0,55.606891311936586,14.716250162563227,Working,Secondary / secondary special,Married,House / apartment,Managers
5029551,0,1,1,0,1,103500.0,65.02802932298404,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other
5029560,0,1,0,0,1,202500.0,36.56201017132453,7.466272408057661,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers
5029566,0,1,0,0,2,270000.0,46.94689144883194,10.464280580710076,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff
5029572,0,1,0,3,5,337500.0,30.74669568848094,0.5475814013977015,Commercial associate,Higher education,Married,House / apartment,Core staff
5029574,1,1,0,0,2,202500.0,43.73258862262743,5.546999596158717,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers
5029580,0,1,0,0,2,180000.0,41.61892441323231,5.051438427893797,Working,Higher education,Married,House / apartment,Core staff
5029587,0,1,0,0,2,157500.0,50.97982847012601,5.212974941306118,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers
5029589,1,0,1,0,2,112500.0,62.91984092760289,0.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,Other
5029593,0,1,1,1,3,139500.0,59.50840879689521,0.0,Pensioner,Lower secondary,Married,House / apartment,Other
5029598,1,1,0,0,2,270000.0,30.79597801460673,6.546335653709521,Working,Secondary / secondary special,Married,House / apartment,Drivers
5029603,0,1,0,0,1,180000.0,41.50940813295277,19.548656029897945,Commercial associate,Higher education,Single / not married,House / apartment,Core staff
5029613,0,1,0,0,2,135000.0,43.595693272278005,2.6311286337159556,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff
5029622,0,1,0,0,1,225000.0,62.002642080261744,14.464362717920286,Working,Secondary / secondary special,Widow,House / apartment,Cleaning staff
5029624,0,1,0,1,3,180000.0,22.01551024319459,3.885090042916693,Working,Secondary / secondary special,Married,With parents,Sales staff
5029628,0,1,1,0,2,135000.0,55.472733868594155,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5029629,0,1,0,0,1,90000.0,48.830571469640034,3.466190270847451,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers
5029630,0,1,0,0,2,270000.0,48.4089337905638,15.46643668247808,Commercial associate,Secondary / secondary special,Married,House / apartment,Other
5029633,0,1,0,0,2,135000.0,39.91047044087148,6.212310998856924,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff
5029638,0,1,0,0,2,270000.0,33.65161502289575,2.8830160783588985,Working,Higher education,Married,House / apartment,Other
5029645,0,0,0,0,1,135000.0,43.37392280471194,3.885090042916693,Working,Secondary / secondary special,Separated,House / apartment,Waiters/barmen staff
5029647,1,1,0,2,4,112500.0,38.347125539881034,2.379241189073013,Working,Secondary / secondary special,Married,House / apartment,Laborers
5029649,0,1,0,1,3,180000.0,24.172980964701537,1.4647802487388517,Commercial associate,Incomplete higher,Married,House / apartment,Other
5029650,0,0,0,1,3,225000.0,34.95485875822228,12.632702930244974,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff
5029652,0,1,0,0,1,630000.0,60.23669206075416,4.213638883755313,Working,Higher education,Separated,House / apartment,Accountants
5029662,1,0,0,0,1,180000.0,33.7583933961683,14.965399700199182,Working,Higher education,Separated,House / apartment,Laborers
5029664,0,0,0,0,2,67500.0,50.38022683559553,5.883762158018302,Working,Secondary / secondary special,Married,House / apartment,Laborers
5029673,1,1,0,1,3,112500.0,36.0445457470037,2.7981409611422547,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers
5029679,1,1,1,0,1,63000.0,56.64455806758524,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other
5029682,0,1,0,0,2,270000.0,54.64862385949061,15.548573892687736,Commercial associate,Higher education,Married,House / apartment,Accountants
5029698,1,1,0,1,2,202500.0,49.51504822138716,3.2991779434211517,Working,Higher education,Separated,House / apartment,Security staff
5029705,1,1,0,1,2,90000.0,34.56060014921593,1.7988049035914495,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers
5029711,1,1,0,1,3,225000.0,29.925323586384387,2.1273537444300703,Working,Secondary / secondary special,Married,House / apartment,Core staff
5029713,0,1,0,1,3,265500.0,30.111501262859605,6.883098215569108,Working,Higher education,Married,With parents,Accountants
5029721,0,1,0,1,3,135000.0,26.771254714333622,7.967309390336557,Commercial associate,Higher education,Married,House / apartment,Core staff
5029731,1,1,0,0,2,83250.0,51.198861030685094,20.632867204665395,Working,Secondary / secondary special,Married,House / apartment,Other
5029733,1,1,0,0,1,202500.0,22.168833035585944,2.050692348234392,Working,Incomplete higher,Single / not married,With parents,Other
5029734,0,0,1,0,1,135000.0,63.02388139386846,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other
5029743,1,1,0,0,2,315000.0,59.07308158278404,2.7981409611422547,Commercial associate,Higher education,Married,House / apartment,Drivers
5029746,1,1,0,1,3,135000.0,28.89313264474972,2.7981409611422547,Working,Secondary / secondary special,Married,House / apartment,Drivers
5029751,1,1,0,0,2,202500.0,49.378152871037734,5.546999596158717,Working,Secondary / secondary special,Married,House / apartment,Drivers
5029759,0,1,0,0,2,225000.0,54.566486649280954,9.051520565104006,Working,Higher education,Married,House / apartment,Managers
5029760,1,0,0,0,2,157500.0,58.506334832337416,33.54757455663018,Working,Secondary / secondary special,Married,Municipal apartment,Drivers
5029767,0,1,0,0,2,112500.0,58.08469715326119,2.212228861646714,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff
5029794,0,1,0,0,1,225000.0,49.9832303195822,6.546335653709521,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff
5029796,1,0,0,1,3,238500.0,31.16833336755717,5.3799872687324175,Working,Higher education,Married,With parents,Drivers
5032275,1,1,0,2,4,108000.0,34.30323689055901,2.51339863241545,State servant,Secondary / secondary special,Married,House / apartment,Other
5032286,0,1,0,0,2,157500.0,53.06611360945126,9.177464287425478,State servant,Secondary / secondary special,Married,House / apartment,Other
5033410,1,0,0,2,4,157500.0,35.75158969725593,2.4668542132966453,Working,Higher education,Married,House / apartment,High skill tech staff
5033412,1,1,0,0,2,270000.0,42.0241346502666,16.553385764252518,State servant,Secondary / secondary special,Married,House / apartment,Managers
5033414,0,0,0,0,2,202500.0,56.66098550962717,2.800878868149243,Working,Secondary / secondary special,Married,House / apartment,Core staff
5033415,0,0,0,0,1,157500.0,38.78792856800619,4.969301217684142,Commercial associate,Secondary / secondary special,Widow,House / apartment,Laborers
5033416,0,0,0,0,1,315000.0,26.683641690109994,3.4716660848614276,Working,Incomplete higher,Single / not married,With parents,Medicine staff
5033418,1,0,0,0,2,202500.0,29.44892776716839,5.968637275234946,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers
5033419,1,0,0,0,2,225000.0,35.658500859018325,5.798887040801659,State servant,Higher education,Married,House / apartment,Drivers
5033420,0,0,0,0,2,144000.0,53.11813384258404,13.883926432438722,Working,Higher education,Married,House / apartment,Managers
5033422,0,0,0,1,2,270000.0,28.126518682792938,9.555295454389892,Working,Secondary / secondary special,Separated,With parents,Private service staff
5033424,1,0,0,0,2,180000.0,45.38628445484849,2.9706291025825307,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers
5033426,0,1,0,0,1,247500.0,54.84027734997981,7.137723567219039,Working,Secondary / secondary special,Widow,House / apartment,Cooking staff
5033427,1,1,0,0,1,324000.0,28.482446593701443,1.8809421138011049,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers
5033428,1,1,0,1,3,225000.0,41.7147511584769,0.5530572154116785,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff
5033429,0,1,0,0,1,135000.0,27.26407797559156,3.0500284057851976,Working,Secondary / secondary special,Single / not married,Office apartment,Waiters/barmen staff
5033431,1,0,0,2,4,315000.0,42.37184884015414,7.882434273119913,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
5033437,0,0,0,1,3,135000.0,35.68314202208122,10.636768722150352,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
5033439,1,0,0,2,4,270000.0,32.096483842926276,8.219196834979499,Working,Higher education,Married,House / apartment,Other
5033441,0,0,0,0,2,135000.0,41.158956036058235,7.471748222071637,State servant,Secondary / secondary special,Married,House / apartment,Cooking staff
5033443,1,0,0,3,5,225000.0,33.71732479106347,10.135731739871456,Commercial associate,Higher education,Married,House / apartment,Sales staff
5033445,0,0,0,0,2,112500.0,29.64605707167156,1.7988049035914495,Commercial associate,Higher education,Married,House / apartment,Core staff
5033448,0,1,0,0,2,189000.0,42.29518744395847,5.133575638103451,Commercial associate,Higher education,Married,House / apartment,Security staff
5033452,0,0,0,0,2,112500.0,52.411753834781,15.053012724422814,Working,Secondary / secondary special,Married,House / apartment,Core staff
5033454,1,0,0,0,2,126000.0,49.09341054231093,14.886000396996517,Working,Secondary / secondary special,Married,House / apartment,Drivers
5033455,0,0,0,2,4,103500.0,42.418393259272946,2.387454910093979,Working,Secondary / secondary special,Married,House / apartment,Laborers
5033457,0,0,0,0,2,112500.0,36.652361102555155,11.885254317337113,Working,Secondary / secondary special,Married,House / apartment,Other
5033460,1,1,0,1,3,202500.0,37.99119762897253,19.137969978849668,Working,Secondary / secondary special,Married,House / apartment,Laborers
5033461,0,1,0,0,2,225000.0,46.68405237616104,1.6372683901791276,Working,Secondary / secondary special,Married,House / apartment,Sales staff
5033462,0,1,0,0,2,157500.0,33.31211455402917,2.135567465451036,Commercial associate,Secondary / secondary special,Married,House / apartment,Other
5033463,0,1,0,0,2,252000.0,41.161693943065224,1.2156307111028974,Commercial associate,Higher education,Married,House / apartment,Managers
5033468,1,0,0,0,1,180000.0,37.58872529894522,3.13764143000883,Working,Secondary / secondary special,Single / not married,House / apartment,Other
5033471,1,0,0,0,2,247500.0,32.791912222701356,7.389611011861982,State servant,Secondary / secondary special,Married,House / apartment,Core staff
5033474,1,0,0,0,2,270000.0,31.507833836423742,11.389693149072192,Commercial associate,Secondary / secondary special,Married,With parents,Core staff
5033475,1,0,0,0,2,180000.0,57.64389412513603,12.21927897218971,Working,Lower secondary,Married,House / apartment,Core staff
5033476,0,0,0,2,4,90000.0,25.153151673203418,3.4716660848614276,Working,Secondary / secondary special,Married,With parents,Laborers
5033477,0,0,0,0,1,153000.0,32.548238499079375,3.885090042916693,Commercial associate,Secondary / secondary special,Separated,With parents,Medicine staff
5033478,0,0,0,0,2,225000.0,36.9726962223728,5.968637275234946,Working,Secondary / secondary special,Married,House / apartment,Core staff
5033479,1,0,0,0,1,157500.0,41.45191208580601,0.6379323326283223,Commercial associate,Secondary / secondary special,Separated,House / apartment,Laborers
5033481,0,0,0,1,3,189000.0,39.11647740884481,6.217786812870901,Working,Higher education,Married,House / apartment,Managers
5033482,0,0,0,0,2,270000.0,33.66804246493768,1.051356290683587,Commercial associate,Higher education,Married,House / apartment,Managers
5033484,1,0,0,1,3,202500.0,33.18069501769372,5.555213317179682,State servant,Secondary / secondary special,Married,With parents,Drivers
5033488,0,0,0,0,2,112500.0,29.158709624427605,10.135731739871456,Working,Higher education,Married,With parents,Core staff
5033491,1,0,0,0,2,405000.0,37.320410412260344,2.7214795649465766,Commercial associate,Higher education,Married,Office apartment,Other
5033493,1,0,0,0,2,225000.0,47.26175075463562,7.556623339288281,Working,Higher education,Married,House / apartment,Drivers
